AnimalID,NameBinary,NameLen,NameFreq,AnimalTypeBinary,AgeuponOutcomeProc,AgePrec,Month,Day,Hour,TimeOfDayPrec,YearPeriodPrec,Weekday,DayName,Intact,Sex,BreedPrec,ColorPrec,OutcomeTypePrec
A678116,0,3,10916,0,28,1,5,4,13,2,3,1,6,0,0,106,4,5
A590330,1,5,3,1,3285,5,3,24,12,2,1,0,0,1,0,97,27,4
A666413,1,7,1,1,730,3,11,20,14,2,2,0,2,1,0,27,6,1
A705218,0,3,10916,0,30,1,6,15,13,2,4,0,0,0,0,106,23,5
A684351,1,8,20,1,730,3,8,28,15,2,4,0,3,1,1,40,3,1
A685690,1,7,1,1,365,3,8,20,19,3,4,0,2,1,1,18,2,1
A710925,0,3,10916,0,1,1,8,30,16,3,4,1,6,2,2,106,17,5
A673809,0,3,10916,1,120,1,3,7,11,2,1,0,4,1,0,7,2,5
A690169,1,5,28,1,1095,3,10,24,17,3,2,0,4,1,1,37,27,1
A690287,1,6,8,0,3650,4,10,23,12,2,2,0,3,0,0,117,22,5
A697496,0,3,10916,0,365,2,3,1,14,2,1,1,6,0,1,106,27,2
A694564,1,7,23,0,730,2,1,2,14,2,1,0,4,0,0,106,2,5
A578954,1,5,4,1,1825,5,4,21,11,2,3,0,1,1,1,28,2,5
A687101,1,5,8,0,3285,4,1,13,8,1,1,0,1,1,0,106,25,1
A705051,1,5,19,1,3285,5,6,12,16,3,4,0,4,1,0,37,22,4
A682598,0,3,10916,0,120,1,7,12,15,2,4,1,5,1,0,106,23,1
A676961,0,3,10916,0,21,1,4,17,17,3,3,0,3,0,1,109,26,5
A693775,0,3,10916,0,90,1,1,11,13,2,1,1,6,0,1,106,25,2
A665914,0,3,10916,0,365,2,10,26,15,2,2,1,5,0,0,106,23,5
A668286,1,5,32,0,30,1,12,11,13,2,5,0,2,0,0,106,2,5
A718202,1,4,19,1,5110,5,12,24,11,2,5,0,3,1,0,79,6,4
A685048,0,3,10916,0,90,1,8,2,9,1,4,1,5,0,1,106,27,5
A695719,0,3,10916,0,365,2,1,22,9,1,1,0,3,2,2,109,27,5
A679025,1,7,3,1,2190,5,5,16,11,2,3,0,4,1,1,37,1,4
A702269,0,3,10916,0,7,1,5,11,17,3,3,0,0,2,2,106,25,5
A717469,1,5,15,1,60,1,12,12,14,2,5,1,5,0,0,6,3,5
A664714,1,5,28,1,1460,5,10,25,17,3,2,0,4,0,1,60,26,3
A662512,1,6,3,1,90,1,11,21,15,2,2,0,3,1,0,36,27,1
A677995,0,3,10916,0,1460,3,5,4,13,2,3,1,6,0,1,53,26,5
A667930,1,4,7,1,28,1,11,27,11,2,2,0,2,0,0,10,6,5
A699319,1,10,1,0,60,1,5,3,12,2,3,1,6,1,1,106,25,1
A715362,0,3,10916,0,120,1,11,5,9,1,2,0,3,0,0,106,25,5
A694759,1,5,59,1,730,3,3,6,18,3,1,0,4,1,0,18,25,5
A713953,1,11,1,0,150,1,11,29,14,2,2,1,6,1,1,106,13,5
A691306,1,4,17,1,1460,5,11,12,17,3,2,0,2,1,1,60,27,3
A705208,0,3,10916,0,30,1,6,14,17,3,4,1,6,2,2,106,27,3
A696100,1,7,6,1,1825,5,2,4,18,3,1,0,2,1,1,80,22,1
A697480,1,6,3,1,150,1,3,1,17,3,1,1,6,1,0,60,25,1
A710771,1,5,1,1,2190,5,8,28,17,3,4,0,4,1,0,79,25,4
A690100,1,6,18,0,90,1,12,27,15,2,5,1,5,1,0,114,25,1
A664754,0,3,10916,0,150,1,10,13,18,3,2,1,6,1,1,106,27,1
A692985,1,4,3,1,3650,5,11,30,11,2,2,1,6,1,0,37,2,4
A711742,1,7,1,1,1460,5,9,15,10,1,2,0,1,0,1,7,27,4
A706348,0,3,10916,0,120,1,7,1,16,3,4,0,2,1,0,106,25,1
A696738,1,6,19,1,240,2,6,21,13,2,4,1,6,1,1,60,26,1
A641215,1,7,7,1,730,3,10,15,17,3,2,0,1,1,0,60,27,4
A702187,1,7,163,1,1460,5,7,15,15,2,4,0,2,1,1,79,6,5
A668629,1,6,1,1,2190,5,12,13,12,2,5,0,4,1,0,79,22,1
A712030,0,3,10916,0,21,1,9,16,10,1,2,0,2,0,1,106,25,5
A666955,0,3,10916,1,60,1,11,15,11,2,2,0,4,1,0,37,27,1
A679172,1,4,26,0,60,1,5,23,17,3,3,0,4,1,1,106,25,1
A710690,1,5,4,0,28,1,8,29,14,2,4,1,5,0,0,106,25,5
A692385,1,3,12,0,60,1,11,24,18,3,2,0,0,1,0,106,27,1
A691408,1,5,16,1,3285,5,11,13,17,3,2,0,3,1,1,60,2,4
A693097,1,5,6,0,150,1,12,19,11,2,5,0,4,1,1,106,26,5
A706414,1,4,71,1,180,1,6,29,11,2,4,0,0,0,1,4,27,5
A668488,0,3,10916,0,90,1,12,6,17,3,5,0,4,2,2,106,26,5
A702974,0,3,10916,0,21,1,5,19,18,3,3,0,1,2,2,106,26,5
A701285,0,3,10916,0,14,1,4,27,13,2,3,0,0,0,1,106,2,5
A666400,1,5,58,1,2920,5,1,29,13,2,1,0,2,1,0,25,27,1
A675115,0,3,10916,0,150,1,3,24,17,3,1,0,0,1,0,106,5,1
A682024,1,11,2,0,60,1,7,12,17,3,4,1,5,0,1,106,27,1
A683319,1,4,14,1,30,1,8,21,7,1,4,0,3,1,1,79,6,1
A680130,1,6,8,0,1095,3,6,24,12,2,4,0,1,1,0,106,27,1
A697104,1,3,9,1,365,3,3,15,11,2,1,1,6,1,1,79,2,1
A669562,1,5,6,1,90,1,1,1,16,3,1,0,2,0,1,28,25,1
A711073,1,4,4,0,90,1,9,12,18,3,2,1,5,1,1,106,2,1
A681417,1,8,10,1,4745,5,7,3,16,3,4,0,3,1,1,28,17,5
A713892,1,4,7,0,90,1,12,23,13,2,5,0,2,0,1,106,27,5
A705481,1,5,83,1,730,3,7,2,10,1,4,0,3,0,0,7,1,5
A701141,1,6,3,0,14,1,4,29,12,2,3,0,2,0,1,106,27,5
A706185,0,3,10916,0,365,2,6,26,9,1,4,0,4,0,1,109,27,5
A666646,0,3,10916,1,30,1,11,10,16,3,2,1,6,0,0,37,27,5
A688107,1,7,1,1,730,3,11,29,11,2,2,1,5,1,1,37,6,1
A682465,0,3,10916,0,3,1,6,28,13,2,4,1,5,0,0,106,27,5
A521865,1,4,4,1,2555,5,6,2,12,2,4,0,0,1,1,60,27,4
A711281,1,7,1,0,180,1,9,5,11,2,2,1,5,1,1,106,25,4
A719604,0,3,10916,0,730,2,1,29,18,3,1,0,4,1,1,109,21,5
A664481,1,8,2,1,60,1,10,6,17,3,2,1,6,1,1,29,27,1
A433746,1,6,1,1,3285,5,11,4,0,4,2,0,2,1,0,97,2,5
A715846,0,3,10916,0,1095,3,11,15,19,3,2,1,6,0,1,106,25,5
A706493,0,3,10916,0,730,2,6,30,9,1,4,0,1,2,2,106,27,5
A662805,1,3,1,0,90,1,10,25,17,3,2,0,4,1,1,106,25,1
A670400,1,6,8,1,730,3,1,18,11,2,1,1,5,1,0,37,27,4
A572003,1,6,15,1,1825,5,12,26,18,3,5,1,5,1,1,98,2,4
A683187,0,3,10916,0,21,1,7,17,18,3,4,0,3,0,0,106,26,5
A702105,1,6,24,1,730,3,5,26,0,4,3,0,1,1,1,28,2,5
A708040,1,6,3,1,1825,5,8,5,12,2,4,0,2,1,1,37,22,1
A689180,0,3,10916,1,30,1,10,17,17,3,2,0,4,1,1,37,25,1
A664997,0,3,10916,1,7,1,10,15,13,2,2,0,1,0,1,97,3,5
A715744,1,4,7,0,30,1,11,15,9,1,2,1,6,0,1,50,19,2
A693894,1,5,3,1,1460,5,12,16,16,3,5,0,1,1,0,79,27,4
A705625,1,4,96,1,730,3,7,11,13,2,4,1,5,1,1,60,25,1
A685771,1,5,28,1,730,3,8,21,14,2,4,0,3,0,0,37,22,4
A675884,1,6,5,1,60,1,4,28,10,1,3,0,0,1,1,80,27,1
A670485,1,4,63,1,90,1,1,12,14,2,1,1,6,0,1,97,24,5
A693457,0,3,10916,0,3650,4,12,8,13,2,5,0,0,0,0,106,4,3
A698270,1,8,5,1,730,3,5,26,17,3,3,0,1,1,0,60,25,1
A666110,1,8,43,1,730,3,1,17,16,3,1,1,5,1,0,28,25,1
A673069,1,4,11,1,365,3,5,2,19,3,3,0,4,1,0,60,26,5
A689158,1,6,7,0,30,1,10,7,16,3,2,0,1,0,0,106,26,5
A700169,1,5,4,1,90,1,4,9,15,2,3,0,3,1,0,18,2,4
A680030,0,3,10916,1,14,1,6,7,12,2,4,1,5,0,1,60,25,5
A714584,1,7,1,1,730,3,11,2,17,3,2,0,0,1,0,18,27,4
A711555,1,5,7,1,3285,5,10,18,19,3,2,1,6,1,0,25,27,1
A716753,1,4,7,1,730,3,12,13,14,2,5,1,6,1,1,18,2,1
A712180,0,3,10916,0,7,1,9,19,18,3,2,1,5,0,1,107,25,5
A703980,0,3,10916,0,30,1,5,31,13,2,3,1,6,0,0,106,5,5
A679635,0,3,10916,0,90,1,5,25,17,3,3,1,6,2,2,106,25,5
A615843,1,8,9,1,1460,5,10,29,16,3,2,0,1,1,0,95,2,5
A715839,0,3,10916,0,21,1,11,11,11,2,2,0,2,0,1,106,27,5
A703302,0,3,10916,1,730,3,5,26,18,3,3,0,1,1,1,79,3,1
A696755,1,5,7,1,365,3,1,9,17,3,1,1,5,1,0,60,1,1
A671729,1,10,2,1,365,3,2,11,15,2,1,0,1,1,1,19,3,5
A686316,1,3,2,1,2555,5,8,20,12,2,4,0,2,1,1,79,2,4
A705639,0,3,10916,0,7,1,6,19,19,3,4,0,4,2,2,106,26,5
A664616,1,5,1,1,2555,5,10,10,17,3,2,0,3,0,0,79,27,5
A569218,1,5,25,1,1825,5,10,12,14,2,2,1,5,1,0,37,27,4
A682215,1,7,6,0,60,1,8,1,13,2,4,0,4,1,1,106,27,1
A694366,1,5,16,1,730,3,12,28,17,3,5,1,6,1,0,40,2,1
A674687,1,6,2,0,120,1,3,19,15,2,1,0,2,0,1,50,16,5
A707502,0,3,10916,0,14,1,7,14,12,2,4,0,1,0,1,106,21,5
A670906,1,5,8,1,60,1,1,21,17,3,1,0,1,1,0,40,6,1
A602764,1,5,13,1,1825,5,10,24,14,2,2,0,4,1,1,60,2,4
A685521,0,3,10916,1,300,2,8,18,19,3,4,0,0,1,1,97,2,1
A647139,1,4,24,0,730,2,5,31,0,4,3,1,6,1,0,106,26,5
A708531,0,3,10916,1,21,1,8,1,12,2,4,1,5,0,1,60,25,5
A718006,0,3,10916,1,150,1,12,19,13,2,5,1,5,0,1,73,2,4
A692245,1,4,6,0,730,2,11,21,15,2,2,0,4,1,1,106,25,4
A692605,0,3,10916,1,210,2,11,30,13,2,2,1,6,1,0,37,22,5
A660101,1,5,195,0,2190,3,1,5,17,3,1,1,6,1,0,106,2,1
A704776,1,5,37,1,1460,5,6,18,12,2,4,0,3,1,1,79,6,4
A669641,1,8,1,1,730,3,1,3,14,2,1,0,4,0,1,7,6,4
A706256,1,5,2,1,60,1,7,2,17,3,4,0,3,1,1,97,6,1
A665354,1,4,3,0,30,1,10,18,12,2,2,0,4,0,0,106,5,5
A522484,1,3,1,0,1825,3,5,19,13,2,3,0,0,1,0,106,26,4
A671715,1,5,10,1,365,3,3,30,16,3,1,1,6,1,1,60,26,1
A705870,1,6,6,0,60,1,7,15,11,2,4,0,2,0,0,106,23,3
A716590,1,4,1,1,365,3,12,20,0,4,5,1,6,1,0,80,11,5
A681149,1,5,14,1,730,3,6,19,15,2,4,0,3,0,1,80,25,5
A703933,1,4,128,1,730,3,5,31,11,2,3,1,6,1,0,97,25,4
A680166,0,3,10916,0,21,1,5,30,14,2,3,0,4,0,1,106,27,5
A711045,1,10,1,0,730,2,9,13,12,2,2,1,6,0,0,106,25,5
A714037,1,6,14,1,730,3,1,17,11,2,1,1,6,0,0,79,24,4
A677266,1,5,6,1,1460,5,4,26,12,2,3,1,5,1,0,33,22,5
A699050,1,6,1,1,5475,5,3,24,14,2,1,0,1,1,0,25,2,4
A688926,0,3,10916,0,28,1,9,26,14,2,2,0,4,0,0,106,23,5
A712181,0,3,10916,0,7,1,9,19,18,3,2,1,5,0,1,107,25,5
A661314,1,5,2,0,730,2,10,16,13,2,2,0,2,1,0,106,2,1
A650282,1,5,16,1,1095,3,9,13,16,3,2,1,5,1,0,1,25,5
A693347,1,3,3,0,1095,3,12,6,16,3,5,1,5,1,0,106,27,4
A708227,1,4,1,0,1460,3,8,5,18,3,4,0,2,1,0,114,23,4
A688350,1,7,25,1,60,1,9,24,18,3,2,0,2,1,0,79,21,1
A684649,1,6,25,0,180,1,11,25,17,3,2,0,1,1,1,106,13,4
A713825,1,4,9,0,90,1,12,29,13,2,5,0,1,1,1,106,25,1
A699910,0,3,10916,1,120,1,4,8,12,2,3,0,2,0,1,97,9,5
A679105,1,7,55,1,365,3,11,2,18,3,2,1,6,1,0,60,28,4
A713389,1,4,28,1,60,1,10,11,18,3,2,1,6,1,0,28,27,1
A689260,1,6,4,1,1825,5,10,22,14,2,2,0,2,1,1,97,27,4
A687239,1,4,128,1,240,2,9,9,17,3,2,0,1,1,0,80,25,1
A689994,0,3,10916,0,60,1,10,17,15,2,2,0,4,1,1,106,13,1
A712665,1,9,1,1,365,3,11,17,18,3,2,0,1,1,1,60,20,4
A683342,0,3,10916,0,365,2,7,11,9,1,4,0,4,0,0,106,21,5
A699899,1,4,47,0,365,2,6,16,8,1,4,0,1,1,0,106,27,1
A692727,1,4,3,0,730,2,12,4,12,2,5,0,3,1,1,106,25,5
A704869,1,4,47,0,730,2,6,15,15,2,4,0,0,1,0,45,14,5
A674344,1,6,44,1,210,2,3,15,13,2,1,1,5,1,0,13,6,5
A701318,1,4,43,1,730,3,4,27,17,3,3,0,0,1,1,25,20,4
A705533,0,3,10916,0,30,1,6,19,14,2,4,0,4,0,0,50,14,5
A640624,1,3,1,1,1095,3,11,14,9,1,2,0,3,1,1,99,27,4
A666371,1,5,195,1,730,3,2,10,15,2,1,0,1,1,0,10,2,4
A690070,0,3,10916,1,4380,5,10,16,13,2,2,0,3,1,0,97,27,5
A668905,0,3,10916,1,730,3,12,23,16,3,5,0,0,1,0,7,11,1
A694453,0,3,10916,1,60,1,1,1,17,3,1,0,3,1,0,97,25,1
A713041,0,3,10916,1,365,3,10,7,18,3,2,0,2,1,0,37,2,1
A717765,1,5,6,1,60,1,12,15,15,2,5,0,1,0,1,79,25,5
A677115,1,5,2,1,120,1,5,6,12,2,3,0,1,1,0,99,1,5
A664280,1,4,88,1,2190,5,10,1,15,2,2,0,1,1,0,73,28,4
A510997,1,5,7,0,2190,3,3,30,15,2,1,1,6,1,1,106,2,5
A688252,1,5,148,1,2920,5,9,27,14,2,2,1,5,1,0,41,2,1
A703281,1,6,4,0,7,1,5,26,14,2,3,0,1,2,2,106,27,5
A604775,1,7,1,1,2555,5,1,2,12,2,1,0,3,1,0,80,2,5
A683112,0,3,10916,0,730,2,7,12,13,2,4,1,5,1,1,106,27,1
A648080,1,6,1,0,1095,3,3,8,13,2,1,1,5,1,1,106,25,4
A712790,1,3,10,0,1825,3,10,26,15,2,2,0,0,1,1,106,26,1
A697243,1,6,1,1,1095,3,2,20,17,3,1,0,4,1,1,60,25,4
A665922,1,6,11,1,4015,5,10,30,15,2,2,0,2,1,1,24,3,5
A622803,1,8,3,1,1095,3,3,26,18,3,1,0,2,1,1,28,25,4
A699352,1,5,125,1,365,3,4,6,11,2,3,0,0,1,1,73,2,1
A675427,0,3,10916,1,60,1,4,3,17,3,3,0,3,1,1,79,6,1
A692190,1,5,30,1,2190,5,4,23,18,3,3,0,3,1,1,80,27,3
A681880,1,5,2,1,60,1,6,22,17,3,4,1,6,1,0,27,20,5
A680450,0,3,10916,0,3,1,6,3,11,2,4,0,1,0,1,106,26,5
A718752,1,4,7,1,300,2,1,12,16,3,1,0,1,1,1,80,3,1
A711705,0,3,10916,0,4380,5,9,13,15,2,2,1,6,1,0,109,27,3
A686084,0,3,10916,1,365,3,8,22,18,3,4,0,4,1,0,7,27,1
A664485,1,7,25,0,60,1,10,9,18,3,2,0,2,0,0,106,5,5
A697468,0,3,10916,0,240,2,2,25,9,1,1,0,2,2,2,106,25,5
A681108,1,7,1,0,60,1,6,16,13,2,4,0,0,0,1,114,26,5
A679868,1,10,4,1,330,2,12,6,13,2,5,1,5,1,0,7,2,1
A710384,0,3,10916,1,240,2,8,27,14,2,4,0,3,0,0,97,27,5
A711591,1,7,1,0,30,1,9,21,15,2,2,0,0,0,1,106,25,5
A674242,0,3,10916,0,1095,3,3,10,16,3,1,0,0,0,1,106,13,5
A717309,1,7,3,0,730,2,1,2,17,3,1,1,5,1,1,106,13,1
A703679,0,3,10916,0,90,1,8,26,19,3,4,0,2,1,1,106,25,1
A710309,1,2,9,1,730,3,9,24,17,3,2,0,3,1,1,73,2,1
A677706,0,3,10916,0,28,1,4,28,14,2,3,0,0,0,1,106,26,5
A704111,0,3,10916,0,30,1,6,5,14,2,4,0,4,0,1,106,27,5
A679090,1,3,22,1,1460,5,5,22,16,3,3,0,3,1,1,7,11,4
A708453,1,8,2,1,365,3,8,9,15,2,4,1,6,0,1,99,27,5
A689030,1,3,174,0,60,1,10,27,17,3,2,0,0,1,1,106,27,1
A694242,0,3,10916,1,240,2,12,28,17,3,5,1,6,1,0,80,25,1
A699648,1,4,5,1,365,3,6,30,13,2,4,0,1,1,1,79,25,5
A677140,1,5,16,1,730,3,6,27,17,3,4,0,4,1,0,37,27,1
A703237,0,3,10916,1,730,3,5,24,12,2,3,1,6,1,1,28,2,5
A693703,1,5,1,1,150,1,12,15,13,2,5,0,0,1,0,79,25,1
A673130,1,5,82,1,1825,5,3,11,13,2,1,0,1,1,0,25,2,1
A711627,0,3,10916,0,28,1,9,10,13,2,2,0,3,0,1,109,27,3
A666186,0,3,10916,0,730,2,2,17,13,2,1,0,0,0,0,106,5,3
A716786,1,5,15,1,365,3,11,27,18,3,2,0,4,1,0,79,2,4
A697759,0,3,10916,1,365,3,2,28,9,1,1,1,5,0,0,79,27,2
A705134,1,7,57,0,60,1,7,18,20,4,4,1,5,1,1,114,27,1
A667041,1,5,1,1,730,3,2,3,12,2,1,0,0,1,0,18,2,1
A685480,1,5,8,0,90,1,8,16,13,2,4,1,5,1,0,106,27,1
A716119,0,3,10916,0,365,2,11,18,19,3,2,0,2,0,1,106,27,5
A684158,0,3,10916,0,365,2,7,20,12,2,4,1,6,0,1,106,13,3
A673541,0,3,10916,1,120,1,3,2,17,3,1,1,6,1,0,37,2,1
A660154,1,4,10,0,90,1,10,5,13,2,2,1,5,1,1,106,27,1
A605623,1,4,88,1,1095,3,2,3,18,3,1,0,0,1,0,7,27,4
A697166,1,5,18,1,60,1,5,2,21,4,3,1,5,1,0,39,2,1
A688939,0,3,10916,0,14,1,9,26,18,3,2,0,4,0,1,106,26,5
A680869,1,7,3,0,30,1,6,23,12,2,4,0,0,0,1,106,13,3
A662180,1,9,1,1,730,3,12,7,16,3,5,1,5,1,1,60,27,1
A711966,1,5,29,1,330,2,9,26,9,1,2,1,5,1,0,97,6,5
A718900,0,3,10916,1,730,3,1,17,18,3,1,1,6,0,0,37,25,2
A680241,1,7,18,0,60,1,6,29,12,2,4,1,6,1,0,106,4,1
A687160,1,5,195,1,1095,3,12,13,15,2,5,1,5,1,0,79,2,4
A720256,1,6,2,0,60,1,2,9,17,3,1,0,1,1,0,106,27,1
A682069,1,7,32,0,180,1,6,27,12,2,4,0,4,0,1,106,27,5
A666926,1,6,44,0,60,1,11,16,17,3,2,1,5,1,1,106,27,1
A686184,0,3,10916,0,730,2,8,20,9,1,4,0,2,0,0,106,25,5
A434523,0,3,10916,0,4015,5,11,25,12,2,2,0,2,1,0,50,16,4
A699953,1,5,8,1,270,2,7,5,14,2,4,1,6,1,1,37,27,4
A709190,0,3,10916,0,730,2,8,6,9,1,4,0,3,0,0,109,4,5
A696201,1,5,32,1,150,1,3,23,16,3,1,0,0,1,0,60,6,4
A713034,1,5,6,1,1095,3,10,10,13,2,2,1,5,1,1,90,6,5
A593109,1,6,11,1,2190,5,1,19,18,3,1,0,1,1,0,60,2,4
A708352,0,3,10916,0,14,1,7,26,14,2,4,1,6,2,2,107,4,5
A684627,1,7,8,1,60,1,8,12,17,3,4,0,1,1,0,97,9,1
A688073,0,3,10916,0,3650,4,9,14,14,2,2,1,6,0,0,106,13,3
A704810,0,3,10916,0,21,1,6,9,15,2,4,0,1,2,2,106,27,5
A643090,1,6,12,1,730,3,11,1,15,2,2,1,5,1,1,1,2,3
A682099,1,4,2,1,5110,5,6,26,14,2,4,0,3,0,0,79,2,4
A702303,1,5,3,1,365,3,6,29,14,2,4,0,0,1,1,79,11,5
A709386,1,8,1,0,60,1,8,18,17,3,4,0,1,1,1,109,21,1
A688384,1,5,11,1,90,1,9,21,18,3,2,1,6,0,0,60,25,5
A684492,0,3,10916,0,21,1,7,24,15,2,4,0,3,0,0,106,5,5
A672300,1,11,1,0,730,2,3,2,15,2,1,1,6,1,1,106,26,5
A679448,0,3,10916,0,21,1,5,21,12,2,3,0,2,0,1,106,13,5
A666899,1,9,1,1,730,3,11,12,16,3,2,0,1,1,0,18,25,4
A673297,1,4,8,1,365,3,5,31,18,3,3,1,5,1,1,25,2,1
A674462,0,3,10916,1,5,1,3,13,14,2,1,0,3,0,0,60,9,5
A720656,1,5,16,1,730,3,2,18,18,3,1,0,3,1,0,76,2,1
A719402,1,5,4,1,365,3,1,19,18,3,1,0,1,1,1,60,25,4
A683588,1,8,20,0,1460,3,8,12,13,2,4,0,1,1,1,106,13,5
A683858,1,7,1,0,1460,3,8,21,14,2,4,0,3,1,0,106,4,5
A682326,1,12,1,0,120,1,6,28,16,3,4,1,5,1,0,114,25,1
A676526,1,3,174,1,150,1,7,20,13,2,4,1,6,1,1,97,26,5
A667073,1,6,34,1,730,3,11,16,17,3,2,1,5,1,1,99,25,4
A720531,1,7,7,0,300,2,2,21,15,2,1,1,6,1,1,106,27,1
A681029,1,4,1,0,150,1,6,14,14,2,4,1,5,1,1,106,21,5
A703632,0,3,10916,0,365,2,5,28,9,1,3,0,3,0,0,106,23,5
A694766,0,3,10916,0,21,1,1,5,7,1,1,0,0,0,1,106,13,5
A709330,0,3,10916,0,1460,3,8,8,9,1,4,1,5,2,2,106,13,5
A695846,1,5,28,1,730,3,2,16,18,3,1,0,0,1,0,28,26,1
A713729,1,3,25,1,300,2,10,12,12,2,2,0,0,0,0,79,11,5
A653750,1,4,96,1,730,3,8,12,18,3,4,0,2,1,1,7,21,4
A680424,0,3,10916,1,30,1,6,7,18,3,4,1,5,1,1,79,6,1
A678168,1,6,60,1,30,1,5,6,13,2,3,0,1,0,1,37,27,5
A707719,0,3,10916,0,365,2,7,17,9,1,4,0,4,2,2,106,27,5
A718740,1,12,1,1,365,3,1,16,12,2,1,1,5,1,1,97,11,1
A700875,0,3,10916,0,14,1,4,20,18,3,3,0,0,2,2,106,4,5
A692228,0,3,10916,1,2920,5,11,21,15,2,2,0,4,0,0,60,2,5
A683020,1,4,29,1,730,3,9,6,16,3,2,1,6,1,0,60,2,1
A686436,1,4,9,1,150,1,8,23,18,3,4,1,5,0,0,11,27,4
A676955,1,3,2,0,2555,4,7,26,12,2,4,1,5,1,1,50,8,1
A667009,1,12,1,0,60,1,11,27,13,2,2,0,2,1,0,106,26,1
A696144,1,7,24,1,1460,5,1,31,18,3,1,1,5,1,1,94,27,1
A676357,0,3,10916,1,730,3,4,14,13,2,3,0,0,1,1,79,25,5
A702342,1,6,46,1,60,1,5,16,16,3,3,1,5,1,0,97,9,1
A707201,1,7,13,0,4745,5,7,10,10,1,4,0,4,1,0,106,13,4
A708430,1,4,6,0,365,2,10,8,14,2,2,0,3,1,0,114,27,5
A709315,0,3,10916,0,21,1,8,11,0,4,4,0,1,0,1,106,25,5
A670737,0,3,10916,0,120,1,1,19,17,3,1,1,6,1,0,106,26,1
A710363,1,5,14,0,120,1,8,30,18,3,4,1,6,1,0,106,23,1
A689907,1,4,24,0,120,1,10,18,18,3,2,1,5,1,0,106,25,1
A697940,1,7,22,1,2555,5,3,11,17,3,1,0,2,0,0,37,27,4
A711951,0,3,10916,0,60,1,9,21,15,2,2,0,0,0,0,106,4,5
A697451,1,6,9,1,1095,3,6,7,17,3,4,1,6,1,0,30,17,1
A683831,1,6,3,1,730,3,8,1,15,2,4,0,4,1,0,97,26,1
A719934,1,5,3,1,1095,3,1,30,15,2,1,1,5,1,0,60,27,4
A689679,1,5,3,0,60,1,11,6,16,3,2,0,3,1,0,106,4,1
A707870,0,3,10916,0,14,1,7,19,14,2,4,1,6,2,2,106,25,5
A717617,1,7,2,1,60,1,2,2,11,2,1,0,1,1,0,60,2,1
A567214,1,10,1,1,1825,5,4,25,15,2,3,1,5,1,0,37,27,1
A683495,1,6,7,1,1460,5,7,19,13,2,4,1,5,1,1,18,25,1
A716061,1,4,88,1,2920,5,11,15,19,3,2,1,6,1,0,18,2,4
A666937,0,3,10916,1,60,1,11,17,17,3,2,1,6,0,0,60,20,5
A676644,0,3,10916,1,1095,3,4,23,12,2,3,0,2,1,1,60,2,4
A661808,0,3,10916,1,60,1,11,4,15,2,2,0,0,1,0,97,2,5
A686715,0,3,10916,1,365,3,8,27,11,2,4,0,2,0,0,60,25,3
A702576,1,7,12,0,60,1,6,8,12,2,4,0,0,1,0,106,5,1
A702336,0,3,10916,0,60,1,6,30,12,2,4,0,1,1,0,50,19,1
A687439,0,3,10916,0,60,1,10,21,18,3,2,0,1,1,1,106,27,1
A707286,1,6,1,0,60,1,8,1,12,2,4,1,5,1,1,106,27,5
A663070,1,5,6,0,150,1,12,24,13,2,5,0,1,1,0,106,4,1
A717397,0,3,10916,1,7,1,12,7,13,2,5,0,0,2,2,37,27,5
A681450,0,3,10916,0,365,2,6,17,9,1,4,0,1,0,0,109,5,5
A694461,1,6,30,1,2920,5,1,9,11,2,1,0,4,1,1,79,6,1
A685824,0,3,10916,0,300,2,8,16,9,1,4,1,5,2,2,106,13,5
A715825,1,6,7,1,330,2,11,25,16,3,2,0,2,1,1,35,25,4
A707048,1,7,163,0,90,1,9,20,16,3,2,1,6,1,1,106,27,1
A665969,0,3,10916,0,730,2,10,27,14,2,2,1,6,2,2,106,27,5
A698842,1,4,17,1,1095,3,3,25,15,2,1,0,2,1,0,97,6,1
A694841,0,3,10916,1,14,1,1,20,14,2,1,0,1,0,0,97,22,5
A706433,1,5,51,1,730,3,7,9,14,2,4,0,3,1,1,37,22,5
A718388,0,3,10916,0,730,2,1,8,18,3,1,0,4,1,0,106,25,5
A708072,0,3,10916,0,14,1,7,22,14,2,4,0,2,0,1,106,27,5
A634836,1,5,13,1,1095,3,3,16,12,2,1,1,6,1,1,11,27,4
A674916,1,7,163,1,365,3,3,24,17,3,1,0,0,1,1,79,6,1
A668361,1,5,30,1,365,3,1,5,15,2,1,1,6,1,1,79,6,1
A643153,1,6,8,1,365,3,10,5,12,2,2,1,5,1,0,97,27,1
A662436,1,5,22,0,150,1,12,31,15,2,5,0,1,1,0,106,26,1
A675500,1,6,7,1,3285,5,3,29,14,2,1,1,5,0,0,41,27,4
A699306,0,3,10916,0,14,1,3,25,14,2,1,0,2,2,2,106,25,5
A670615,0,3,10916,0,180,1,1,13,17,3,1,0,0,2,2,109,25,5
A700140,0,3,10916,0,28,1,4,20,14,2,3,0,0,0,1,106,27,5
A706562,1,4,5,0,90,1,7,2,0,4,4,0,3,1,0,106,27,5
A670443,1,4,96,1,2190,5,1,12,12,2,1,1,6,1,1,18,3,1
A697279,1,6,1,1,1095,3,2,25,17,3,1,0,2,1,0,60,26,4
A691693,0,3,10916,0,1095,3,11,10,18,3,2,0,0,1,0,106,26,3
